structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
161	1	N/A	-185.46571224593634	C6H13NO3	[M + H2O + H]+	XIXNQTGGBNDDMJ	InChI=1S/C6H13NO3/c1-3-5(7(9)10)6(8)4-2/h5-6,8H,3-4H2,1-2H3	4-nitrohexan-3-ol	CCC(C(CC)O)[N+](=O)[O-]	1.20000005	220638;15939471;15939472;11961609;11961610	PubChem:(220638 15939471 15939472 11961609 11961610);PubChem class - safety and toxic	67108866
162	1	N/A	-185.71975573125556	C6H13NO3	[M + H2O + H]+	OQPXDWTXFYRSFG	InChI=1S/C6H13NO3/c1-2-3-7-6(10)5(9)4-8/h2,5-10H,1,3-4H2	null	C=CCNC(C(CO)O)O	-1.39999998	87111678	PubChem:(87111678)	2
163	1	N/A	-185.82468971511017	C6H13NO3	[M + H2O + H]+	NQXIPSIAXCKWMM	InChI=1S/C6H13NO3/c1-7(3-4-10-2)6(9)5-8/h8H,3-5H2,1-2H3	Acetamide, 2-hydroxy-N-(2-methoxyethyl)-N-methyl-	CN(CCOC)C(=O)CO	-1.10000002	14153754	PubChem:(14153754)	2
164	1	N/A	-186.05894680010235	C6H13NO3	[M + H2O + H]+	SERSGAZETJYNEZ	InChI=1S/C6H13NO3/c1-2-3-4-6(5-8)7(9)10/h6,8H,2-5H2,1H3	null	CCCCC(CO)[N+](=O)[O-]	1.20000005	21389445	PubChem:(21389445)	2
165	1	N/A	-186.30248551516848	C6H13NO3	[M + H2O + H]+	AQLPBSZSLTYTEG	InChI=1S/C6H13NO3/c8-3-5(10)6-4(9)1-2-7-6/h4-10H,1-3H2	null	C1CNC(C1O)C(CO)O	-1.39999998	54753426;54753613;72711549;76186988	PubChem:(54753426 54753613 72711549 76186988)	2
166	1	N/A	-186.31892118058522	C6H13NO3	[M + H2O + H]+	KHKQVMZXGURLQW	InChI=1S/C6H13NO3/c8-2-1-4-6(10)5(9)3-7-4/h4-10H,1-3H2	3,4-Pyrrolidinediol, 2-(2-hydroxyethyl)-	C1C(C(C(N1)CCO)O)O	-1.89999998	10510992;10103308;14701282;14701284;11286549;11367077;21728339;130868400	PubChem:(10510992 10103308 14701282 14701284 11286549 11367077 21728339 130868400)	2
167	1	N/A	-186.6518552784057	C6H13NO3	[M + H2O + H]+	GIKSVZSYZRPTOV	InChI=1S/C6H13NO3/c1-2-3-7-4-5(8)6(9)10/h5,7-8H,2-4H2,1H3,(H,9,10)	null	CCCNCC(C(=O)O)O	-2.5999999	83694409	PubChem:(83694409)	2
168	1	N/A	-187.15802990153767	C6H13NO3	[M + H2O + H]+	YVNZKUPOXLZJOV	InChI=1S/C6H13NO3/c1-2-7-4-3-5-10-6(8)9/h7H,2-5H2,1H3,(H,8,9)	null	CCNCCCOC(=O)O	-1.79999995	89129120	PubChem:(89129120)	2
169	1	N/A	-187.9938938731398	C6H13NO3	[M + H2O + H]+	CLHVJJSWWMLHSQ	InChI=1S/C6H13NO3/c1-7-3-2-4-10-5-6(8)9/h7H,2-5H2,1H3,(H,8,9)	null	CNCCCOCC(=O)O	-2.70000005	118588326	PubChem:(118588326)	2
170	1	N/A	-188.08057596746232	C6H13NO3	[M + H2O + H]+	YSYYPGSREMBRNO	InChI=1S/C6H13NO3/c1-5(4-7)10-3-2-6(8)9/h5H,2-4,7H2,1H3,(H,8,9)	null	CC(CN)OCCC(=O)O	-3.20000005	82352713	PubChem:(82352713)	2
171	1	N/A	-188.1003537968213	C6H13NO3	[M + H2O + H]+	FKGGVXUKDRRMCG	InChI=1S/C6H13NO3/c1-2-10-4-5(7)3-6(8)9/h5H,2-4,7H2,1H3,(H,8,9)	null	CCOCC(CC(=O)O)N	-3.20000005	116821261	PubChem:(116821261)	2
172	1	N/A	-188.65196939194365	C6H13NO3	[M + H2O + H]+	JQXURDVBNVDPPC	InChI=1S/C6H13NO3/c1-6(2,3)10-5-4-7(8)9/h4-5H2,1-3H3	Propane,2-methyl-2-(2-nitroethoxy)-	CC(C)(C)OCC[N+](=O)[O-]	0.899999976	11332547	PubChem:(11332547)	2
173	1	N/A	-188.6894198500186	C6H13NO3	[M + H2O + H]+	LBDPUNOJVPHDRL	InChI=1S/C6H13NO3/c1-7-6(4-9)5-10-3-2-8/h4,6-8H,2-3,5H2,1H3	null	CNC(COCCO)C=O	-1.5	10176208	PubChem:(10176208)	2
174	1	N/A	-188.8227254607636	C6H13NO3	[M + H2O + H]+	SBQHDSMGSKOEAR	InChI=1S/C6H13NO3/c1-5(2)7-3-4-10-6(8)9/h5,7H,3-4H2,1-2H3,(H,8,9)	null	CC(C)NCCOC(=O)O	-1.70000005	23093501	PubChem:(23093501)	2
175	1	N/A	-189.04430601143844	C6H13NO3	[M + H2O + H]+	RKJVIUDBAYZZCW	InChI=1S/C6H13NO3/c1-5(4-9)6(10)7-2-3-8/h5,8-9H,2-4H2,1H3,(H,7,10)	null	CC(CO)C(=O)NCCO	-1.29999995	118142781	PubChem:(118142781)	2
176	1	N/A	-189.1075455992016	C6H13NO3	[M + H2O + H]+	GLCCEKIRHRCBSJ	InChI=1S/C6H13NO3/c1-2-5(6(8)9)10-4-3-7/h5H,2-4,7H2,1H3,(H,8,9)	null	CCC(C(=O)O)OCCN	-2.5999999	82352595	PubChem:(82352595)	2
177	1	N/A	-189.313973841713	C6H13NO3	[M + H2O + H]+	FJOUSIZPHDLBCB	InChI=1S/C6H13NO3/c1-3-7(9)6(8)5-10-4-2/h9H,3-5H2,1-2H3	null	CCN(C(=O)COCC)O	-0.200000003	130898969	PubChem:(130898969)	2
178	1	N/A	-189.41388592585304	C6H13NO3	[M + H2O + H]+	JOWKJPMJKDBXQU	InChI=1S/C6H13NO3/c1-4-10-6(8)5-7(2)9-3/h4-5H2,1-3H3	null	CCOC(=O)CN(C)OC	0.600000024	126993689	PubChem:(126993689)	2
179	1	N/A	-189.6795991546163	C6H13NO3	[M + H2O + H]+	ZPALGZWDEPNVDZ	InChI=1S/C6H13NO3/c1-5(9)4-7-6(10)2-3-8/h5,8-9H,2-4H2,1H3,(H,7,10)	null	CC(CNC(=O)CCO)O	-1.5	117126619	PubChem:(117126619)	2
180	1	N/A	-189.78968111815007	C6H13NO3	[M + H2O + H]+	OUBLOFZFNZSRQY	InChI=1S/C6H13NO3/c1-10-5-2-6(9)7-3-4-8/h8H,2-5H2,1H3,(H,7,9)	Propanamide, N-(2-hydroxyethyl)-3-methoxy-	COCCC(=O)NCCO	-1.39999998	15430830	PubChem:(15430830)	2
181	1	N/A	-189.80234602108015	C6H13NO3	[M + H2O + H]+	KXOMDDRCOUUQDJ	InChI=1S/C6H13NO3/c1-6(8)10-5-4-7(2)9-3/h4-5H2,1-3H3	null	CC(=O)OCCN(C)OC	0.200000003	138755528	PubChem:(138755528)	2
182	1	N/A	-189.95638978787616	C6H13NO3	[M + H2O + H]+	OFUUNAWYVVTWJB	InChI=1S/C6H13NO3/c1-3-10-6(9)4-7-5(2)8/h5,7-8H,3-4H2,1-2H3	ethyl 2-(1-hydroxyethylamino)acetate	CCOC(=O)CNC(C)O	-0.100000001	22080496	PubChem:(22080496)	2
183	1	N/A	-190.25714728701814	C6H13NO3	[M + H2O + H]+	ITABTIILHOYPJL	InChI=1S/C6H13NO3/c7-6(9)5-10-4-2-1-3-8/h8H,1-5H2,(H2,7,9)	null	C(CCOCC(=O)N)CO	-0.899999976	55290785	PubChem:(55290785)	2
184	1	N/A	-190.29461640849118	C6H13NO3	[M + H2O + H]+	DARCOYPXHZWPHN	InChI=1S/C6H13NO3/c1-4-7(10-3)6(8)5-9-2/h4-5H2,1-3H3	null	CCN(C(=O)COC)OC	0.0	130167079	PubChem:(130167079)	2
185	1	N/A	-190.62149395513788	C6H13NO3	[M + H2O + H]+	RGVHLOFUEHKPMF	InChI=1S/C6H13NO3/c1-5(9)4-6(10)7-2-3-8/h5,8-9H,2-4H2,1H3,(H,7,10)	null	CC(CC(=O)NCCO)O	-1.5	55286873	PubChem:(55286873)	2
186	1	N/A	-190.72606346278272	C6H13NO3	[M + H2O + H]+	YUZJGVMVVMOXOS	InChI=1S/C6H13NO3/c1-3-9-6(8)10-5-4-7-2/h7H,3-5H2,1-2H3	Carbonic acid, ethyl 2-(methylamino)ethyl ester	CCOC(=O)OCCNC	0.5	10419346;21569592	PubChem:(10419346 21569592)	2
187	1	N/A	-190.80556974060494	C6H13NO3	[M + H2O + H]+	QBYPSKRXHGGTHH	InChI=1S/C6H13NO3/c1-3-7(6(8)9)4-5-10-2/h3-5H2,1-2H3,(H,8,9)	null	CCN(CCOC)C(=O)O	0.0	87314969	PubChem:(87314969)	2
188	1	N/A	-191.02724147919497	C6H13NO3	[M + H2O + H]+	WUNOVGVMJGWMIW	InChI=1S/C6H13NO3/c1-7-6(8)5-10-4-3-9-2/h3-5H2,1-2H3,(H,7,8)	null	CNC(=O)COCCOC	-0.699999988	12085406	PubChem:(12085406)	2
189	1	N/A	-191.16198104700783	C6H13NO3	[M + H2O + H]+	WKYRWJVRAVQKMH	InChI=1S/C6H13NO3/c7-3-1-5(2-4-8)6(9)10/h5,8H,1-4,7H2,(H,9,10)	null	C(CN)C(CCO)C(=O)O	-3.4000001	54136832	PubChem:(54136832)	2
190	1	N/A	-191.4491298676397	C6H13NO3	[M + H2O + H]+	VXWVREXHGSHHNO	InChI=1S/C6H13NO3/c1-5(3-8)7-6(9)4-10-2/h5,8H,3-4H2,1-2H3,(H,7,9)	null	CC(CO)NC(=O)COC	-0.800000012	57678152;57678208;60747588	PubChem:(57678152 57678208 60747588)	2
191	1	N/A	-191.75124670300178	C6H13NO3	[M + H2O + H]+	HINBFPQWEZLBLD	InChI=1S/C6H13NO3/c1-2-3-9-4-6(8)5-10-7/h2-5,7H2,1H3	null	CCCOCC(=O)CON	-0.100000001	118920491	PubChem:(118920491)	2
192	1	N/A	-192.19254744529576	C6H13NO3	[M + H2O + H]+	ONGMFZOVXUCDDL	InChI=1S/C6H14NO3/c1-3-5-9-7(8)10-6-4-2/h3-6H2,1-2H3/q+1	null	CCCO[N+](=O)OCCC	2.0999999	57000422	PubChem:(57000422);PubMed	66
193	1	N/A	-192.32308663124317	C6H13NO3	[M + H2O + H]+	PQHCWZPTPHYWRX	InChI=1S/C6H13NO3/c1-2-5(9)6(10)7-3-4-8/h5,8-9H,2-4H2,1H3,(H,7,10)	null	CCC(C(=O)NCCO)O	-0.899999976	86250603	PubChem:(86250603)	2
194	1	N/A	-192.97786653965963	C6H13NO3	[M + H2O + H]+	SEXQIGXNGBAVDZ	InChI=1S/C6H13NO3/c1-9-3-2-4-10-6(8)5-7/h2-5,7H2,1H3	null	COCCCOC(=O)CN	-0.600000024	54302067	PubChem:(54302067)	2
195	1	N/A	-193.10817169161677	C6H13NO3	[M + H2O + H]+	LQZNCUUTMRUVLZ	InChI=1S/C6H13NO3/c1-2-4-9-6(8)10-5-3-7/h2-5,7H2,1H3	2-aminoethyl propyl carbonate	CCCOC(=O)OCCN	0.5	58684522	PubChem:(58684522)	2
196	1	N/A	-193.1359299024597	C6H13NO3	[M + H2O + H]+	TUKDCXDRSAUTPH	InChI=1S/C6H13NO3/c1-6(9)10-7-4-2-3-5-8/h7-8H,2-5H2,1H3	null	CC(=O)ONCCCCO	-0.100000001	87726654	PubChem:(87726654)	2
197	1	N/A	-193.4512607427437	C6H13NO3	[M + H2O + H]+	OWRSNKVZJUALOL	InChI=1S/C6H13NO3/c1-7(3-4-8)6(9)5-10-2/h8H,3-5H2,1-2H3	N-(2-hydroxyethyl)-2-methoxy-N-methylacetamide	CN(CCO)C(=O)COC	-1.10000002	22030556	PubChem:(22030556)	2
198	1	N/A	-193.55431681123608	C6H13NO3	[M + H2O + H]+	UEFRVDTWCVHTIY	InChI=1S/C6H13NO3/c8-5-3-7-1-2-10-4-6(5)9/h5-9H,1-4H2	null	C1COCC(C(CN1)O)O	-1.79999995	122547361;122547435	PubChem:(122547361 122547435)	2
199	1	N/A	-193.5781461397276	C6H13NO3	[M + H2O + H]+	OBHDTGLISLKEGX	InChI=1S/C6H13NO3/c1-5(6(8)9)10-4-3-7-2/h5,7H,3-4H2,1-2H3,(H,8,9)	null	CC(C(=O)O)OCCNC	-2.5999999	82353142	PubChem:(82353142)	2
200	1	N/A	-193.7192738926705	C6H13NO3	[M + H2O + H]+	NXVMFXTUOPJFLH	InChI=1S/C6H13NO3/c1-10-5-3-7(6-9)2-4-8/h6,8H,2-5H2,1H3	null	COCCN(CCO)C=O	-1.10000002	89793179	PubChem:(89793179)	2
201	1	N/A	-193.82325319597462	C6H13NO3	[M + H2O + H]+	AAJGUOFPOFMVOB	InChI=1S/C6H13NO3/c1-5(8)10-4-6(7)3-9-2/h6H,3-4,7H2,1-2H3	null	CC(=O)OCC(COC)N	-0.899999976	89992122;123782754	PubChem:(89992122 123782754)	2
202	1	N/A	-193.88916814925474	C6H13NO3	[M + H2O + H]+	GKVYXVFMSGORLZ	InChI=1S/C6H13NO3/c1-5(9)2-3-7-6(10)4-8/h5,8-9H,2-4H2,1H3,(H,7,10)	null	CC(CCNC(=O)CO)O	-1.0	126994435;130878704;131182786	PubChem:(126994435 130878704 131182786)	2
203	1	N/A	-194.2148882001766	C6H13NO3	[M + H2O + H]+	WFBFVXZDDYVFED	InChI=1S/C6H13NO3/c1-3-10-4-6(2,7)5(8)9/h3-4,7H2,1-2H3,(H,8,9)	null	CCOCC(C)(C(=O)O)N	-3.0	61939013	PubChem:(61939013)	2
204	1	N/A	-194.22872260599374	C6H13NO3	[M + H2O + H]+	HSQLIHQKMIJWSS	InChI=1S/C6H13NO3/c1-2-6(10)7-5(3-8)4-9/h5,8-9H,2-4H2,1H3,(H,7,10)	N-(1,3-dihydroxypropan-2-yl)propanamide	CCC(=O)NC(CO)CO	-1.29999995	20616556	PubChem:(20616556)	2
205	1	N/A	-194.23599014588387	C6H13NO3	[M + H2O + H]+	GFGRSGDFHCLWSC	InChI=1S/C6H13NO3/c7-2-1-3-10-5-6(9)4-8/h2,6-9H,1,3-5H2	null	C(COCC(CO)O)C=N	-1.70000005	135300479	PubChem:(135300479)	2
206	1	N/A	-194.26027271755103	C6H13NO3	[M + H2O + H]+	ACWCGRMPPYACLH	InChI=1S/C6H13NO3/c1-2-5(7)3-10-4-6(8)9/h5H,2-4,7H2,1H3,(H,8,9)	null	CCC(COCC(=O)O)N	-2.5999999	82352923;95964408	PubChem:(82352923 95964408)	2
207	1	N/A	-194.31002788959685	C6H13NO3	[M + H2O + H]+	RXDJTVSRDUNFSQ	InChI=1S/C6H13NO3/c1-9-6(8)2-4-10-5-3-7/h2-5,7H2,1H3	methyl 3-(2-aminoethoxy)propanoate	COC(=O)CCOCCN	-1.0	58894697;58894698	PubChem:(58894697 58894698)	2
208	1	N/A	-194.44920106436996	C6H13NO3	[M + H2O + H]+	DLXOALFKYWVQBY	InChI=1S/C6H13NO3/c1-5(9)6(10)7-3-2-4-8/h5,8-9H,2-4H2,1H3,(H,7,10)	2-hydroxy-N-(3-hydroxypropyl)propanamide	CC(C(=O)NCCCO)O	-1.0	349882;126994217;130703865	PubChem:(349882 126994217 130703865)	2
209	1	N/A	-194.86253888459902	C6H13NO3	[M + H2O + H]+	NXMCUEHMNFPRII	InChI=1S/C6H13NO3/c7-5(3-8)1-2-6(10)4-9/h5,8-9H,1-4,7H2	null	C(CC(=O)CO)C(CO)N	-2.0	129064352;129065008	PubChem:(129064352 129065008)	2
210	1	N/A	-194.95869363378318	C6H13NO3	[M + H2O + H]+	KZGDYTCQLGIPRR	InChI=1S/C6H13NO3/c1-2-6(10)7-3-5(9)4-8/h2,5-10H,1,3-4H2	null	C=CC(NCC(CO)O)O	-1.39999998	88478673	PubChem:(88478673)	2
211	1	N/A	-194.97079485840933	C6H13NO3	[M + H2O + H]+	UMAZDXFYRMBWTJ	InChI=1S/C6H13NO3/c1-2-5(9)3-7-6(10)4-8/h5,8-9H,2-4H2,1H3,(H,7,10)	2-hydroxy-N-(2-hydroxybutyl)acetamide	CCC(CNC(=O)CO)O	-0.800000012	59497880	PubChem:(59497880)	2
212	1	N/A	-195.1532543562244	C6H13NO3	[M + H2O + H]+	LTQPRCPGAFHNSD	InChI=1S/C6H13NO3/c1-3-6(9)5(4-8)7-10-2/h6,8-9H,3-4H2,1-2H3	null	CCC(C(=NOC)CO)O	0.200000003	100990920;130128823	PubChem:(100990920 130128823)	2
213	1	N/A	-195.18275712609727	C6H13NO3	[M + H2O + H]+	HPITUOBRNNBVMQ	InChI=1S/C6H13NO3/c1-2-6(9)5(4-8)3-7-10/h5-6,8-9H,2-4H2,1H3	null	CCC(C(CN=O)CO)O	-0.600000024	132194348;134382312	PubChem:(132194348 134382312)	2
214	1	N/A	-195.2661480228432	C6H13NO3	[M + H2O + H]+	HYAKJXBIUJFVJO	InChI=1S/C6H13NO3/c1-6(8)7-5-10-4-3-9-2/h3-5H2,1-2H3,(H,7,8)	null	CC(=O)NCOCCOC	-0.699999988	117768610	PubChem:(117768610)	2
215	1	N/A	-195.3942519226296	C6H13NO3	[M + H2O + H]+	QHNDSUKBKRIRTL	InChI=1S/C6H13NO3/c1-2-6(7,3-4-8)5(9)10/h8H,2-4,7H2,1H3,(H,9,10)	null	CCC(CCO)(C(=O)O)N	-3.0	88269092	PubChem:(88269092)	2
216	1	N/A	-196.31547726206554	C6H13NO3	[M + H2O + H]+	LDCCTFVPMAHPSF	InChI=1S/C6H13NO3/c1-6(3-8)5(10)4(9)2-7-6/h4-5,7-10H,2-3H2,1H3	null	CC1(C(C(CN1)O)O)CO	-1.5	45274046;51350044;55300287;75108209	PubChem:(45274046 51350044 55300287 75108209);PubMed	66
217	1	N/A	-196.4060602526028	C6H13NO3	[M + H2O + H]+	DKTQKTVKHPWHDK	InChI=1S/C6H13NO3/c7-6(5-10,1-3-8)2-4-9/h5,8-9H,1-4,7H2	null	C(CO)C(CCO)(C=O)N	-2.0	91802854	PubChem:(91802854)	2
218	1	N/A	-196.69277003932308	C6H13NO3	[M + H2O + H]+	KBRIZSCRLVUQJL	InChI=1S/C6H13NO3/c7-3-5-10-6(9)2-1-4-8/h8H,1-5,7H2	null	C(CC(=O)OCCN)CO	-1.20000005	55284204	PubChem:(55284204)	2
219	1	N/A	-196.7518357892106	C6H13NO3	[M + H2O + H]+	PXEWBCGVBLMJAH	InChI=1S/C6H13NO3/c1-5(10-2)3-7-4-6(8)9/h5,7H,3-4H2,1-2H3,(H,8,9)	null	CC(CNCC(=O)O)OC	-2.5999999	88019582	PubChem:(88019582)	2
220	1	N/A	-196.76592718565178	C6H13NO3	[M + H2O + H]+	PMTJNYQWCQXKCV	InChI=1S/C6H13NO3/c1-3-7-5(4-8)6(9)10-2/h5,7-8H,3-4H2,1-2H3	methyl (2S)-2-(ethylamino)-3-hydroxypropanoate	CCNC(CO)C(=O)OC	-0.306270301	14683571;14683572	PubChem:(14683571 14683572)	2
221	1	N/A	-196.8684961969388	C6H13NO3	[M + H2O + H]+	DARBQVAMXHDOSO	InChI=1S/C6H13NO3/c7-5(4-8)2-1-3-6(9)10/h5,8H,1-4,7H2,(H,9,10)	null	C(CC(CO)N)CC(=O)O	-3.4000001	55254584;130633412	PubChem:(55254584 130633412)	2
222	1	N/A	-196.91333075979531	C6H13NO3	[M + H2O + H]+	ICEJGCFLFHLRFW	InChI=1S/C6H13NO3/c1-5(3-8)2-7-6(10)4-9/h5,8-9H,2-4H2,1H3,(H,7,10)	null	CC(CNC(=O)CO)CO	-1.0	126993308	PubChem:(126993308)	2
223	1	N/A	-196.95142046268248	C6H13NO3	[M + H2O + H]+	JCCXFYFHSDUDJN	InChI=1S/C6H13NO3/c1-4(2)7-5(3-8)6(9)10/h4-5,7-8H,3H2,1-2H3,(H,9,10)	null	CC(C)NC(CO)C(=O)O	-0.263477683	55286882;55287061;118103348	PubChem:(55286882 55287061 118103348)	2
224	1	N/A	-196.99342032403356	C6H13NO3	[M + H2O + H]+	CFVANALQIKXPFB	InChI=1S/C6H13NO3/c1-3-7-6(9)4-10-5(2)8/h6-7,9H,3-4H2,1-2H3	null	CCNC(COC(=O)C)O	-0.5	88597807	PubChem:(88597807)	2
225	1	N/A	-197.0964902546036	C6H13NO3	[M + H2O + H]+	OTLCKXPDWKVKAY	InChI=1S/C6H13NO3/c8-3-6(10)5-1-4(9)2-7-5/h4-10H,1-3H2	null	C1C(CNC1C(CO)O)O	-1.89999998	10920657;45082838;45082839;45082840;75088995;130797868;130814996;130815105	PubChem:(10920657 45082838 45082839 45082840 75088995 130797868 130814996 130815105)	2
226	1	N/A	-197.52284789141115	C6H13NO3	[M + H2O + H]+	WLESPQPHSVGQSO	InChI=1S/C6H13NO3/c1-3-9-5-6(8)7-10-4-2/h3-5H2,1-2H3,(H,7,8)	null	CCOCC(=O)NOCC	0.200000003	60724239	PubChem:(60724239)	2
227	1	N/A	-197.779807730331	C6H13NO3	[M + H2O + H]+	PYVWPVFFPSSTQF	InChI=1S/C6H13NO3/c1-2-3-10-7-4-6(9)5-8/h2,6-9H,1,3-5H2	null	C=CCONCC(CO)O	-0.800000012	127011130;127011131	PubChem:(127011130 127011131)	2
228	1	N/A	-197.85495358008149	C6H13NO3	[M + H2O + H]+	BWZCDXQJWUXZEL	InChI=1S/C6H13NO3/c1-2-10-7-5-6-8-3-4-9-6/h6-7H,2-5H2,1H3	null	CCONCC1OCCO1	-0.100000001	130654415	PubChem:(130654415)	2
229	1	N/A	-198.1811271416309	C6H13NO3	[M + H2O + H]+	JFPVMCFFHFEZJB	InChI=1S/C6H13NO3/c1-2-3-5(8)7-4-6(9)10/h5,7-8H,2-4H2,1H3,(H,9,10)	null	CCCC(NCC(=O)O)O	-2.20000005	57229406	PubChem:(57229406)	2
230	1	N/A	-198.37907297421404	C6H13NO3	[M + H2O + H]+	BREUWAJIWVFGHY	InChI=1S/C6H13NO3/c1-5(4-10-2)7-6(9)3-8/h5,8H,3-4H2,1-2H3,(H,7,9)	null	CC(COC)NC(=O)CO	-0.800000012	43558916;126994427	PubChem:(43558916 126994427)	2
231	1	N/A	-198.6945247460932	C6H13NO3	[M + H2O + H]+	CBLLCHKOOHEJJT	InChI=1S/C6H13NO3/c8-5-3-1-2-4-7-6(9)10/h7-8H,1-5H2,(H,9,10)	Carbamic acid, (5-hydroxypentyl)-	C(CCNC(=O)O)CCO	0.0	22494635	PubChem:(22494635)	2
232	1	N/A	-198.72186555282158	C6H13NO3	[M + H2O + H]+	JPUUIDDYHVELRF	InChI=1S/C6H13NO3/c1-8-3-4-10-5-6(7)9-2/h7H,3-5H2,1-2H3	null	COCCOCC(=N)OC	-0.100000001	15937836	PubChem:(15937836)	2
233	1	N/A	-199.8449091576922	C6H13NO3	[M + H2O + H]+	GPRIBTLLNJEDFE	InChI=1S/C6H13NO3/c8-2-5-1-6(10,4-9)3-7-5/h5,7-10H,1-4H2	null	C1C(NCC1(CO)O)CO	-2.20000005	123333503	PubChem:(123333503)	2
234	1	N/A	-200.23626775813207	C6H13NO3	[M + H2O + H]+	UIZCOVFLAVUBPU	InChI=1S/C6H13NO3/c1-3-9-4-5-10-7-6(2)8/h3-5H2,1-2H3,(H,7,8)	null	CCOCCONC(=O)C	-0.200000003	127014887	PubChem:(127014887)	2
235	1	N/A	-200.42948155065181	C6H13NO3	[M + H2O + H]+	DLONREAKNSOJTJ	InChI=1S/C6H13NO3/c1-2-3-7-10-5-6(9)4-8/h2,6-9H,1,3-5H2	null	C=CCNOCC(CO)O	-0.800000012	87111677	PubChem:(87111677)	2
236	1	N/A	-200.80761293872337	C6H13NO3	[M + H2O + H]+	OTZLRRCZUMVSAF	InChI=1S/C6H13NO3/c7-6(9)2-1-4-10-5-3-8/h8H,1-5H2,(H2,7,9)	null	C(CC(=O)N)COCCO	-1.39999998	54169481	PubChem:(54169481)	2
237	1	N/A	-200.8857766077847	C6H13NO3	[M + H2O + H]+	WWUISBZHAJXARN	InChI=1S/C6H13NO3/c1-6(7(8)9)4-3-5-10-2/h6H,3-5H2,1-2H3	null	CC(CCCOC)[N+](=O)[O-]	1.0	87673933	PubChem:(87673933)	2
238	1	N/A	-201.12131101227848	C6H13NO3	[M + H2O + H]+	OKLPUMQWXFMKGI	InChI=1S/C6H13NO3/c1-2-5-10-7-4-3-6(8)9/h7H,2-5H2,1H3,(H,8,9)	null	CCCONCCC(=O)O	-2.0	131072903	PubChem:(131072903)	2
239	1	N/A	-201.21100376624386	C6H13NO3	[M + H2O + H]+	XAUGUJQIKLWYGZ	InChI=1S/C6H13NO3/c1-5-2-7(9)3-6(4-8)10-5/h5-6,8-9H,2-4H2,1H3	null	CC1CN(CC(O1)CO)O	-0.800000012	122427514	PubChem:(122427514)	2
240	1	N/A	-201.27290705429175	C6H13NO3	[M + H2O + H]+	CMAVTJMAFZOANV	InChI=1S/C6H13NO3/c8-3-4-1-2-5(9)6(10)7-4/h4-10H,1-3H2	null	C1CC(C(NC1CO)O)O	-1.5	137452050	PubChem:(137452050)	2
241	1	N/A	-201.41195703170908	C6H13NO3	[M + H2O + H]+	GSUCVJUARHIICQ	InChI=1S/C6H13NO3/c1-9-2-3-10-5-6(8)4-7/h2-5,7H2,1H3	null	COCCOCC(=O)CN	-1.20000005	108049816	PubChem:(108049816)	2
242	1	N/A	-201.58281296098426	C6H13NO3	[M + H2O + H]+	CNOWERIOYSWTID	InChI=1S/C6H13NO3/c1-5(8)2-7-3-6(9)4-10-7/h5-6,8-9H,2-4H2,1H3	null	CC(CN1CC(CO1)O)O	-0.800000012	126978430;130523279;130523849	PubChem:(126978430 130523279 130523849)	2
243	1	N/A	-201.78176569576482	C6H13NO3	[M + H2O + H]+	JAYUCJMLRHYNEA	InChI=1S/C6H13NO3/c8-4-6(10)3-7-1-5(9)2-7/h5-6,8-10H,1-4H2	null	C1C(CN1CC(CO)O)O	-1.89999998	115773116	PubChem:(115773116)	2
244	1	N/A	-201.92864844312297	C6H13NO3	[M + H2O + H]+	GTGFCSLKVROEAI	InChI=1S/C6H13NO3/c1-2-10-5(4-7)3-6(8)9/h5H,2-4,7H2,1H3,(H,8,9)	null	CCOC(CC(=O)O)CN	-3.20000005	89125712	PubChem:(89125712)	2
245	1	N/A	-202.0322440295165	C6H13NO3	[M + H2O + H]+	HRCZWIHLVVPKAX	InChI=1S/C6H13NO3/c1-9-3-2-4-10-5-6(7)8/h2-5H2,1H3,(H2,7,8)	null	COCCCOCC(=O)N	-0.800000012	61723985	PubChem:(61723985)	2
246	1	N/A	-202.0615559298773	C6H13NO3	[M + H2O + H]+	JKNARBLZQIGSSJ	InChI=1S/C6H13NO3/c1-3-6(7(8)9)5-10-4-2/h6H,3-5H2,1-2H3	null	CCC(COCC)[N+](=O)[O-]	1.20000005	119097338	PubChem:(119097338)	2
247	1	N/A	-202.20117087313963	C6H13NO3	[M + H2O + H]+	OKHOETDYHMVHIF	InChI=1S/C6H13NO3/c1-2-4(7)6(10)5(9)3-8/h2,4-6,8-10H,1,3,7H2	null	C=CC(C(C(CO)O)O)N	-2.0	91279154	PubChem:(91279154);PubMed	66
248	1	N/A	-202.24766060056731	C6H13NO3	[M + H2O + H]+	RMNZDPUPOHSCIU	InChI=1S/C6H13NO3/c1-3-5(2)6(8)4-7(9)10/h5-6,8H,3-4H2,1-2H3	3-methyl-1-nitropentan-2-ol	CCC(C)C(C[N+](=O)[O-])O	1.10000002	16089550;119098055	PubChem:(16089550 119098055)	2
249	1	N/A	-202.28042158642296	C6H13NO3	[M + H2O + H]+	FHEWNMJPMABAPV	InChI=1S/C6H13NO3/c1-3-7(6(2)9)10-5-4-8/h8H,3-5H2,1-2H3	null	CCN(C(=O)C)OCCO	-0.5	53799175	PubChem:(53799175)	2
